#Motion Sensor Data File Sep 25, 2017 5:44 PM
#Time (s)	Distance (cm)	Dist Error (cm)
#0.000	17.771	0.239
34.770	22.253	0.239
34.780	21.951	0.239
34.790	21.632	0.239
34.800	21.313	0.239
34.810	21.075	0.239
34.820	20.532	0.239
34.830	20.548	0.239
34.840	20.061	0.239
34.850	19.970	0.239
34.860	19.857	0.239
34.870	19.855	0.239
34.880	19.433	0.239
34.890	19.359	0.239
34.900	19.564	0.239
34.910	19.227	0.239
34.920	19.175	0.239
34.930	19.204	0.239
34.940	19.263	0.239
34.950	19.382	0.239
34.960	19.475	0.239
34.970	19.659	0.239
34.980	19.791	0.239
34.990	19.910	0.239
35.000	20.150	0.239
35.010	20.463	0.239
35.020	20.917	0.239
35.030	20.834	0.239
35.040	21.444	0.239
35.050	21.490	0.239
35.060	21.751	0.239
35.070	22.296	0.239
35.080	22.600	0.239
35.090	22.745	0.239
35.100	23.071	0.239
35.110	23.607	0.239
35.120	23.963	0.239
35.130	24.314	0.239
35.140	24.635	0.239
35.150	24.940	0.239
35.160	25.222	0.239
35.170	25.479	0.239
35.180	25.736	0.239
35.190	25.979	0.239
35.200	26.163	0.239
35.210	26.394	0.239
35.220	26.569	0.239
35.230	26.684	0.239
35.240	26.860	0.239
35.250	26.949	0.239
35.260	26.999	0.239
35.270	27.075	0.239
35.280	27.061	0.239
35.290	27.038	0.239
35.300	26.999	0.239
35.310	26.963	0.239
35.320	26.872	0.239
35.330	26.750	0.239
35.340	26.616	0.239
35.350	26.421	0.239
35.360	26.261	0.239
35.370	25.993	0.239
35.380	25.807	0.239
35.390	25.548	0.239
35.400	25.237	0.239
35.410	24.948	0.239
35.420	24.654	0.239
35.430	24.331	0.239
35.440	24.012	0.239
35.450	23.709	0.239
35.460	23.390	0.239
35.470	23.041	0.239
35.480	22.704	0.239
35.490	22.368	0.239
35.500	22.053	0.239
35.510	21.549	0.239
35.520	21.238	0.239
35.530	21.211	0.239
35.540	20.728	0.239
35.550	20.452	0.239
35.560	20.468	0.239
35.570	20.046	0.239
35.580	19.812	0.239
35.590	19.660	0.239
35.600	19.522	0.239
35.610	19.439	0.239
35.620	19.378	0.239
35.630	19.291	0.239
35.640	19.268	0.239
35.650	19.297	0.239
35.660	19.326	0.239
35.670	19.376	0.239
35.680	19.478	0.239
35.690	19.589	0.239
35.700	19.730	0.239
35.710	19.887	0.239
35.720	20.067	0.239
35.730	20.294	0.239
35.740	20.778	0.239
35.750	20.751	0.239
35.760	21.331	0.239
35.770	21.557	0.239
35.780	21.892	0.239
35.790	22.174	0.239
35.800	22.474	0.239
35.810	22.778	0.239
35.820	23.103	0.239
35.830	23.425	0.239
35.840	23.738	0.239
35.850	24.050	0.239
35.860	24.363	0.239
35.870	24.676	0.239
35.880	24.980	0.239
35.890	25.301	0.239
35.900	25.592	0.239
35.910	25.828	0.239
35.920	26.016	0.239
35.930	26.255	0.239
35.940	26.443	0.239
35.950	26.601	0.239
35.960	26.703	0.239
35.970	26.853	0.239
35.980	26.937	0.239
35.990	26.945	0.239
36.000	26.995	0.239
36.010	27.037	0.239
36.020	27.010	0.239
36.030	26.958	0.239
36.040	26.875	0.239
36.050	26.753	0.239
36.060	26.602	0.239
36.070	26.463	0.239
36.080	26.311	0.239
36.090	26.052	0.239
36.100	25.879	0.239
36.110	25.581	0.239
36.120	25.339	0.239
36.130	25.102	0.239
36.140	24.756	0.239
36.150	24.445	0.239
36.160	24.157	0.239
36.170	23.871	0.239
36.180	23.552	0.239
36.190	23.229	0.239
36.200	22.922	0.239
36.210	22.607	0.239
36.220	22.279	0.239
36.230	21.969	0.239
36.240	21.692	0.239
36.250	21.403	0.239
36.260	20.796	0.239
36.270	20.855	0.239
36.280	20.351	0.239
36.290	20.470	0.239
36.300	19.961	0.239
36.310	19.771	0.239
36.320	19.620	0.239
36.330	19.550	0.239
36.340	19.467	0.239
36.350	19.397	0.239
36.360	19.602	0.239
36.370	19.338	0.239
36.380	19.325	0.239
36.390	19.392	0.239
36.400	19.477	0.239
36.410	19.527	0.239
36.420	19.935	0.239
36.430	20.110	0.239
36.440	19.980	0.239
36.450	20.210	0.239
36.460	20.670	0.239
36.470	20.935	0.239
36.480	20.904	0.239
36.490	21.444	0.239
36.500	21.452	0.239
36.510	22.005	0.239
36.520	22.292	0.239
36.530	22.600	0.239
36.540	22.956	0.239
36.550	23.282	0.239
36.560	23.629	0.239
36.570	23.954	0.239
36.580	24.267	0.239
36.590	24.571	0.239
36.600	24.850	0.239
36.610	25.111	0.239
36.620	25.329	0.239
36.630	25.646	0.239
36.640	25.894	0.239
36.650	26.048	0.239
36.660	26.274	0.239
36.670	26.454	0.239
36.680	26.590	0.239
36.690	26.714	0.239
36.700	26.816	0.239
36.710	26.909	0.239
36.720	26.951	0.239
36.730	26.958	0.239
36.740	26.931	0.239
36.750	26.922	0.239
36.760	26.852	0.239
36.770	26.717	0.239
36.780	26.648	0.239
36.790	26.522	0.239
36.800	26.335	0.239
36.810	26.162	0.239
36.820	25.946	0.239
36.830	25.739	0.239
36.840	25.488	0.239
36.850	25.220	0.239
36.860	24.949	0.239
36.870	24.616	0.239
36.880	24.306	0.239
36.890	23.982	0.239
36.900	23.689	0.239
36.910	23.378	0.239
36.920	23.058	0.239
36.930	22.739	0.239
36.940	22.415	0.239
36.950	22.122	0.239
36.960	21.841	0.239
36.970	21.565	0.239
36.980	21.306	0.239
36.990	20.784	0.239
37.000	20.556	0.239
37.010	20.322	0.239
37.020	20.356	0.239
37.030	20.178	0.239
37.040	20.022	0.239
37.050	19.845	0.239
37.060	19.538	0.239
37.070	19.451	0.239
37.080	19.407	0.239
37.090	19.389	0.239
37.100	19.357	0.239
37.110	19.387	0.239
37.120	19.476	0.239
37.130	19.552	0.239
37.140	19.633	0.239
37.150	19.773	0.239
37.160	20.206	0.239
37.170	20.364	0.239
37.180	20.569	0.239
37.190	20.534	0.239
37.200	21.027	0.239
37.210	21.318	0.239
37.220	21.579	0.239
37.230	21.866	0.239
37.240	22.209	0.239
37.250	22.449	0.239
37.260	22.757	0.239
37.270	23.087	0.239
37.280	23.413	0.239
37.290	23.712	0.239
37.300	24.008	0.239
37.310	24.312	0.239
37.320	24.664	0.239
37.330	24.955	0.239
37.340	25.224	0.239
37.350	25.481	0.239
37.360	25.703	0.239
37.370	25.930	0.239
37.380	26.101	0.239
37.390	26.336	0.239
37.400	26.442	0.239
37.410	26.635	0.239
37.420	26.483	0.239
37.430	26.813	0.239
37.440	26.877	0.239
37.450	26.906	0.239
37.460	26.926	0.239
37.470	26.903	0.239
37.480	26.855	0.239
37.490	26.780	0.239
37.500	26.474	0.239
37.510	26.550	0.239
37.520	26.416	0.239
37.530	26.243	0.239
37.540	25.979	0.239
37.550	25.823	0.239
37.560	25.607	0.239
37.570	25.296	0.239
37.580	25.098	0.239
37.590	24.821	0.239
37.600	24.536	0.239
37.610	24.204	0.239
37.620	23.872	0.239
37.630	23.561	0.239
37.640	23.263	0.239
37.650	22.944	0.239
37.660	22.612	0.239
37.670	22.302	0.239
37.680	21.999	0.239
37.690	21.551	0.239
37.700	21.210	0.239
37.710	20.981	0.239
37.720	20.946	0.239
37.730	20.467	0.239
37.740	20.286	0.239
37.750	20.327	0.239
37.760	20.141	0.239
37.770	19.998	0.239
37.780	19.877	0.239
37.790	19.540	0.239
37.800	19.496	0.239
37.810	19.439	0.239
37.820	19.481	0.239
37.830	19.471	0.239
37.840	19.513	0.239
37.850	19.525	0.239
37.860	19.605	0.239
37.870	19.755	0.239
37.880	20.072	0.239
37.890	20.044	0.239
37.900	20.216	0.239
37.910	20.464	0.239
37.920	20.953	0.239
37.930	20.973	0.239
37.940	21.286	0.239
37.950	21.469	0.239
37.960	22.014	0.239
37.970	22.284	0.239
37.980	22.605	0.239
37.990	22.927	0.239
38.000	23.222	0.239
38.010	23.509	0.239
38.020	23.839	0.239
38.030	24.126	0.239
38.040	24.430	0.239
38.050	24.738	0.239
38.060	25.025	0.239
38.070	25.286	0.239
38.080	25.573	0.239
38.090	25.804	0.239
38.100	25.971	0.239
38.110	26.215	0.239
38.120	26.329	0.239
38.130	26.539	0.239
38.140	26.658	0.239
38.150	26.709	0.239
38.160	26.777	0.239
38.170	26.874	0.239
38.180	26.894	0.239
38.190	26.889	0.239
38.200	26.858	0.239
38.210	26.792	0.239
38.220	26.670	0.239
38.230	26.605	0.239
38.240	26.423	0.239
38.250	26.285	0.239
38.260	26.146	0.239
38.270	25.904	0.239
38.280	25.683	0.239
38.290	25.407	0.239
38.300	25.217	0.239
38.310	24.940	0.239
38.320	24.595	0.239
38.330	24.302	0.239
38.340	24.000	0.239
38.350	23.693	0.239
38.360	23.408	0.239
38.370	23.106	0.239
38.380	22.791	0.239
38.390	22.485	0.239
38.400	22.183	0.239
38.410	21.902	0.239
38.420	21.617	0.239
38.430	21.117	0.239
38.440	21.121	0.239
38.450	20.595	0.239
38.460	20.594	0.239
38.470	20.442	0.239
38.480	20.002	0.239
38.490	19.842	0.239
38.500	19.729	0.239
38.510	19.874	0.239
38.520	19.508	0.239
38.530	19.739	0.239
38.540	19.471	0.239
38.550	19.457	0.239
38.560	19.469	0.239
38.570	19.545	0.239
38.580	19.887	0.239
38.590	19.762	0.239
38.600	20.109	0.239
38.610	19.970	0.239
38.620	20.171	0.239
38.630	20.364	0.239
38.640	20.822	0.239
38.650	21.101	0.239
38.660	21.241	0.239
38.670	21.640	0.239
38.680	21.850	0.239
38.690	22.192	0.239
38.700	22.483	0.239
38.710	22.788	0.239
38.720	23.083	0.239
38.730	23.379	0.239
38.740	23.648	0.239
38.750	23.763	0.239
38.760	24.274	0.239
38.770	24.625	0.239
38.780	24.903	0.239
38.790	25.169	0.239
38.800	25.400	0.239
38.810	25.610	0.239
38.820	25.901	0.239
38.830	26.101	0.239
38.840	26.285	0.239
38.850	26.383	0.239
38.860	26.575	0.239
38.870	26.673	0.239
38.880	26.711	0.239
38.890	26.834	0.239
38.900	26.867	0.239
38.910	26.840	0.239
38.920	26.805	0.239
38.930	26.752	0.239
38.940	26.695	0.239
38.950	26.634	0.239
38.960	26.512	0.239
38.970	26.356	0.239
38.980	26.166	0.239
38.990	26.018	0.239
39.000	25.807	0.239
39.010	25.582	0.239
39.020	25.275	0.239
39.030	25.008	0.239
39.040	24.749	0.239
39.050	24.520	0.239
39.060	24.222	0.239
39.070	23.916	0.239
39.080	23.558	0.239
39.090	23.229	0.239
39.100	22.932	0.239
39.110	22.630	0.239
39.120	22.293	0.239
39.130	21.888	0.239
39.140	21.642	0.239
39.150	21.460	0.239
39.160	21.239	0.239
39.170	20.985	0.239
39.180	20.523	0.239
39.190	20.316	0.239
39.200	20.358	0.239
39.210	20.210	0.239
39.220	20.059	0.239
39.230	19.692	0.239
39.240	19.580	0.239
39.250	19.643	0.239
39.260	19.470	0.239
39.270	19.460	0.239
39.280	19.485	0.239
39.290	19.518	0.239
39.300	19.573	0.239
39.310	19.700	0.239
39.320	19.794	0.239
39.330	20.188	0.239
39.340	20.325	0.239
39.350	20.521	0.239
39.360	20.757	0.239
39.370	20.962	0.239
39.380	20.969	0.239
39.390	21.458	0.239
39.400	21.461	0.239
39.410	22.028	0.239
39.420	22.289	0.239
39.430	22.589	0.239
39.440	22.936	0.239
39.450	23.235	0.239
39.460	23.544	0.239
39.470	23.818	0.239
39.480	24.096	0.239
39.490	24.383	0.239
39.500	24.687	0.239
39.510	25.013	0.239
39.520	25.274	0.239
39.530	25.522	0.239
39.540	25.706	0.239
39.550	25.907	0.239
39.560	26.138	0.239
39.570	26.287	0.239
39.580	26.445	0.239
39.590	26.590	0.239
39.600	26.684	0.239
39.610	26.712	0.239
39.620	26.801	0.239
39.630	26.822	0.239
39.640	26.786	0.239
39.650	26.738	0.239
39.660	26.698	0.239
39.670	26.637	0.239
39.680	26.528	0.239
39.690	26.389	0.239
39.700	26.229	0.239
39.710	26.073	0.239
39.720	25.874	0.239
39.730	25.654	0.239
39.740	25.399	0.239
39.750	25.183	0.239
39.760	24.911	0.239
39.770	24.609	0.239
39.780	24.367	0.239
39.790	24.052	0.239
39.800	23.745	0.239
39.810	23.469	0.239
39.820	23.137	0.239
39.830	22.805	0.239
39.840	22.494	0.239
39.850	22.256	0.239
39.860	21.985	0.239
39.870	21.661	0.239
39.880	21.427	0.239
39.890	20.880	0.239
39.900	20.948	0.239
39.910	20.448	0.239
39.920	20.370	0.239
39.930	20.132	0.239
39.940	20.195	0.239
39.950	19.807	0.239
39.960	19.690	0.239
39.970	19.637	0.239
39.980	19.554	0.239
39.990	19.832	0.239
40.000	19.819	0.239
40.010	19.822	0.239
40.020	19.872	0.239
40.030	19.703	0.239
40.040	19.921	0.239
40.050	19.963	0.239
40.060	20.302	0.239
40.070	20.481	0.239
40.080	20.665	0.239
40.090	20.892	0.239
40.100	21.093	0.239
40.110	21.100	0.239
40.120	21.666	0.239
40.130	21.893	0.239
40.140	22.184	0.239
40.150	22.342	0.239
40.160	22.741	0.239
40.170	23.049	0.239
40.180	23.336	0.239
40.190	23.636	0.239
40.200	23.966	0.239
40.210	24.300	0.239
40.220	24.583	0.239
40.230	24.844	0.239
40.240	25.075	0.239
40.250	25.319	0.239
40.260	25.597	0.239
40.270	25.772	0.239
40.280	25.999	0.239
40.290	26.187	0.239
40.300	26.319	0.239
40.310	26.473	0.239
40.320	26.588	0.239
40.330	26.647	0.239
40.340	26.508	0.239
40.350	26.726	0.239
40.360	26.751	0.239
40.370	26.754	0.239
40.380	26.718	0.239
40.390	26.648	0.239
40.400	26.544	0.239
40.410	26.418	0.239
40.420	26.292	0.239
40.430	26.132	0.239
40.440	25.920	0.239
40.450	25.751	0.239
40.460	25.492	0.239
40.470	25.289	0.239
40.480	25.013	0.239
40.490	24.724	0.239
40.500	24.447	0.239
40.510	24.197	0.239
40.520	23.916	0.239
40.530	23.605	0.239
40.540	23.286	0.239
40.550	22.980	0.239
40.560	22.678	0.239
40.570	22.354	0.239
40.580	21.910	0.239
40.590	21.750	0.239
40.600	21.577	0.239
40.610	21.313	0.239
40.620	20.826	0.239
40.630	20.615	0.239
40.640	20.656	0.239
40.650	20.453	0.239
40.660	20.134	0.239
40.670	20.141	0.239
40.680	20.032	0.239
40.690	19.675	0.239
40.700	19.626	0.239
40.710	19.578	0.239
40.720	19.865	0.239
40.730	19.881	0.239
40.740	19.897	0.239
40.750	19.676	0.239
40.760	19.770	0.239
40.770	19.876	0.239
40.780	20.241	0.239
40.790	20.390	0.239
40.800	20.333	0.239
40.810	20.667	0.239
40.820	21.049	0.239
40.830	21.279	0.239
40.840	21.209	0.239
40.850	21.763	0.239
40.860	21.822	0.239
40.870	22.277	0.239
40.880	22.585	0.239
40.890	22.928	0.239
40.900	23.227	0.239
40.910	23.519	0.239
40.920	23.810	0.239
40.930	24.101	0.239
40.940	24.371	0.239
40.950	24.640	0.239
40.960	24.945	0.239
40.970	25.154	0.239
40.980	25.437	0.239
40.990	25.668	0.239
41.000	25.826	0.239
41.010	26.057	0.239
41.020	26.223	0.239
41.030	26.325	0.239
41.040	26.500	0.239
41.050	26.585	0.239
41.060	26.618	0.239
41.070	26.708	0.239
41.080	26.702	0.239
41.090	26.542	0.239
41.100	26.683	0.239
41.110	26.621	0.239
41.120	26.577	0.239
41.130	26.473	0.239
41.140	26.351	0.239
41.150	26.165	0.239
41.160	26.035	0.239
41.170	25.858	0.239
41.180	25.603	0.239
41.190	25.361	0.239
41.200	25.175	0.239
41.210	24.890	0.239
41.220	24.614	0.239
41.230	24.368	0.239
41.240	24.052	0.239
41.250	23.716	0.239
41.260	23.435	0.239
41.270	23.150	0.239
41.280	22.857	0.239
41.290	22.636	0.239
41.300	22.313	0.239
41.310	21.976	0.239
41.320	21.709	0.239
41.330	21.213	0.239
41.340	21.242	0.239
41.350	20.742	0.239
41.360	20.801	0.239
41.370	20.594	0.239
41.380	20.163	0.239
41.390	20.020	0.239
41.400	19.954	0.239
41.410	20.030	0.239
41.420	19.698	0.239
41.430	19.740	0.239
41.440	19.593	0.239
41.450	19.608	0.239
41.460	19.638	0.239
41.470	19.662	0.239
41.480	19.738	0.239
41.490	20.090	0.239
41.500	19.955	0.239
41.510	20.109	0.239
41.520	20.533	0.239
41.530	20.704	0.239
41.540	20.880	0.239
41.550	20.878	0.239
41.560	21.212	0.239
41.570	21.650	0.239
41.580	21.881	0.239
41.590	22.176	0.239
41.600	22.283	0.239
41.610	22.724	0.239
41.620	23.011	0.239
41.630	23.303	0.239
41.640	23.619	0.239
41.650	23.958	0.239
41.660	24.240	0.239
41.670	24.498	0.239
41.680	24.737	0.239
41.690	25.015	0.239
41.700	25.302	0.239
41.710	25.537	0.239
41.720	25.721	0.239
41.730	25.957	0.239
41.740	26.101	0.239
41.750	26.273	0.239
41.760	26.383	0.239
41.770	26.463	0.239
41.780	26.604	0.239
41.790	26.659	0.239
41.800	26.671	0.239
41.810	26.700	0.239
41.820	26.690	0.239
41.830	26.663	0.239
41.840	26.597	0.239
41.850	26.510	0.239
41.860	26.363	0.239
41.870	26.254	0.239
41.880	26.055	0.239
41.890	25.938	0.239
41.900	25.692	0.239
41.910	25.502	0.239
41.920	25.281	0.239
41.930	24.979	0.239
41.940	24.737	0.239
41.950	24.478	0.239
41.960	24.184	0.239
41.970	23.904	0.239
41.980	23.645	0.239
41.990	23.351	0.239
42.000	22.993	0.239
42.010	22.700	0.239
42.020	22.419	0.239
42.030	22.156	0.239
42.040	21.918	0.239
42.050	21.650	0.239
42.060	21.400	0.239
42.070	20.870	0.239
42.080	20.946	0.239
42.090	20.588	0.239
42.100	20.278	0.239
42.110	20.096	0.239
42.120	19.974	0.239
42.130	19.904	0.239
42.140	20.028	0.239
42.150	19.679	0.239
42.160	19.944	0.239
42.170	19.891	0.239
42.180	19.697	0.239
42.190	19.712	0.239
42.200	19.926	0.239
42.210	19.814	0.239
42.220	20.178	0.239
42.230	20.060	0.239
42.240	20.459	0.239
42.250	20.647	0.239
42.260	20.870	0.239
42.270	20.817	0.239
42.280	21.245	0.239
42.290	21.537	0.239
42.300	21.501	0.239
42.310	22.025	0.239
42.320	22.316	0.239
42.330	22.585	0.239
42.340	22.890	0.239
42.350	23.211	0.239
42.360	23.515	0.239
42.370	23.789	0.239
42.380	24.055	0.239
42.390	24.341	0.239
42.400	24.633	0.239
42.410	24.924	0.239
42.420	25.172	0.239
42.430	25.386	0.239
42.440	25.625	0.239
42.450	25.818	0.239
42.460	25.997	0.239
42.470	26.172	0.239
42.480	26.300	0.239
42.490	26.411	0.239
42.500	26.543	0.239
42.510	26.576	0.239
42.520	26.489	0.239
42.530	26.672	0.239
42.540	26.672	0.239
42.550	26.645	0.239
42.560	26.592	0.239
42.570	26.513	0.239
42.580	26.392	0.239
42.590	26.257	0.239
42.600	26.162	0.239
42.610	26.006	0.239
42.620	25.764	0.239
42.630	25.612	0.239
42.640	25.318	0.239
42.650	25.150	0.239
42.660	24.908	0.239
42.670	24.593	0.239
42.680	24.308	0.239
42.690	24.023	0.239
42.700	23.768	0.239
42.710	23.483	0.239
42.720	23.181	0.239
42.730	22.879	0.239
42.740	22.586	0.239
42.750	22.292	0.239
42.760	22.024	0.239
42.770	21.580	0.239
42.780	21.497	0.239
42.790	21.290	0.239
42.800	20.816	0.239
42.810	20.639	0.239
42.820	20.655	0.239
42.830	20.473	0.239
42.840	20.330	0.239
42.850	20.174	0.239
42.860	19.953	0.239
42.870	19.759	0.239
42.880	19.736	0.239
42.890	19.722	0.239
42.900	19.661	0.239
42.910	19.681	0.239
42.920	19.770	0.239
42.930	19.877	0.239
42.940	19.875	0.239
42.950	20.218	0.239
42.960	20.144	0.239
42.970	20.319	0.239
42.980	20.473	0.239
42.990	20.699	0.239
43.000	20.896	0.239
43.010	21.402	0.239
43.020	21.616	0.239
43.030	21.937	0.239
43.040	22.185	0.239
43.050	22.447	0.239
43.060	22.729	0.239
43.070	23.012	0.239
43.080	23.277	0.239
43.090	23.594	0.239
43.100	23.929	0.239
43.110	24.211	0.239
43.120	24.481	0.239
43.130	24.703	0.239
43.140	24.947	0.239
43.150	25.234	0.239
43.160	25.474	0.239
43.170	25.679	0.239
43.180	25.841	0.239
43.190	26.046	0.239
43.200	26.196	0.239
43.210	26.315	0.239
43.220	26.426	0.239
43.230	26.506	0.239
43.240	26.354	0.239
43.250	26.620	0.239
43.260	26.632	0.239
43.270	26.622	0.239
43.280	26.595	0.239
43.290	26.534	0.239
43.300	26.442	0.239
43.310	26.304	0.239
43.320	26.178	0.239
43.330	26.043	0.239
43.340	25.861	0.239
43.350	25.602	0.239
43.360	25.455	0.239
43.370	25.247	0.239
43.380	25.005	0.239
43.390	24.738	0.239
43.400	24.418	0.239
43.410	24.198	0.239
43.420	23.939	0.239
43.430	23.667	0.239
43.440	23.356	0.239
43.450	23.020	0.239
43.460	22.726	0.239
43.470	22.454	0.239
43.480	22.230	0.239
43.490	21.975	0.239
43.500	21.672	0.239
43.510	21.216	0.239
43.520	21.214	0.239
43.530	20.762	0.239
43.540	20.778	0.239
43.550	20.635	0.239
43.560	20.496	0.239
43.570	20.319	0.239
43.580	20.008	0.239
43.590	19.848	0.239
43.600	20.062	0.239
43.610	19.751	0.239
43.620	19.750	0.239
43.630	19.787	0.239
43.640	19.791	0.239
43.650	19.824	0.239
43.660	19.913	0.239
43.670	20.221	0.239
43.680	20.276	0.239
43.690	20.279	0.239
43.700	20.450	0.239
43.710	20.836	0.239
43.720	20.843	0.239
43.730	21.100	0.239
43.740	21.602	0.239
43.750	21.807	0.239
43.760	21.871	0.239
43.770	22.312	0.239
43.780	22.586	0.239
43.790	22.903	0.239
43.800	23.220	0.239
43.810	23.486	0.239
43.820	23.747	0.239
43.830	24.021	0.239
43.840	24.320	0.239
43.850	24.625	0.239
43.860	24.882	0.239
43.870	25.048	0.239
43.880	25.296	0.239
43.890	25.566	0.239
43.900	25.694	0.239
43.910	25.933	0.239
43.920	26.057	0.239
43.930	26.236	0.239
43.940	26.351	0.239
43.950	26.389	0.239
43.960	26.534	0.239
43.970	26.584	0.239
43.980	26.609	0.239
43.990	26.603	0.239
44.000	26.577	0.239
44.010	26.476	0.239
44.020	26.376	0.239
44.030	26.328	0.239
44.040	26.215	0.239
44.050	26.050	0.239
44.060	25.925	0.239
44.070	25.756	0.239
44.080	25.523	0.239
44.090	25.336	0.239
44.100	25.064	0.239
44.110	24.879	0.239
44.120	24.619	0.239
44.130	24.322	0.239
44.140	24.037	0.239
44.150	23.748	0.239
44.160	23.475	0.239
44.170	23.173	0.239
44.180	22.897	0.239
44.190	22.612	0.239
44.200	22.319	0.239
44.210	22.064	0.239
44.220	21.822	0.239
44.230	21.606	0.239
44.240	21.097	0.239
44.250	21.139	0.239
44.260	20.936	0.239
44.270	20.466	0.239
44.280	20.306	0.239
44.290	20.158	0.239
44.300	20.046	0.239
44.310	20.195	0.239
44.320	19.854	0.239
44.330	20.055	0.239
44.340	19.766	0.239
44.350	19.752	0.239
44.360	19.768	0.239
44.370	19.801	0.239
44.380	19.894	0.239
44.390	20.238	0.239
44.400	20.103	0.239
44.410	20.239	0.239
44.420	20.629	0.239
44.430	20.843	0.239
44.440	21.023	0.239
44.450	21.224	0.239
44.460	21.166	0.239
44.470	21.712	0.239
44.480	21.951	0.239
44.490	22.246	0.239
44.500	22.473	0.239
44.510	22.756	0.239
44.520	23.060	0.239
44.530	23.334	0.239
44.540	23.599	0.239
44.550	23.903	0.239
44.560	24.156	0.239
44.570	24.421	0.239
44.580	24.734	0.239
44.590	24.982	0.239
44.600	25.218	0.239
44.610	25.358	0.239
44.620	25.632	0.239
44.630	25.829	0.239
44.640	25.970	0.239
44.650	26.149	0.239
44.660	26.281	0.239
44.670	26.340	0.239
44.680	26.468	0.239
44.690	26.531	0.239
44.700	26.569	0.239
44.710	26.581	0.239
44.720	26.567	0.239
44.730	26.531	0.239
44.740	26.483	0.239
44.750	26.400	0.239
44.760	26.295	0.239
44.770	26.127	0.239
44.780	26.005	0.239
44.790	25.853	0.239
44.800	25.620	0.239
44.810	25.460	0.239
44.820	25.235	0.239
44.830	24.955	0.239
44.840	24.717	0.239
44.850	24.441	0.239
44.860	24.220	0.239
44.870	23.966	0.239
44.880	23.681	0.239
44.890	23.349	0.239
44.900	23.059	0.239
44.910	22.774	0.239
44.920	22.532	0.239
44.930	22.303	0.239
44.940	21.984	0.239
44.950	21.703	0.239
44.960	21.247	0.239
44.970	21.301	0.239
44.980	20.874	0.239
44.990	20.620	0.239
45.000	20.434	0.239
45.010	20.321	0.239
45.020	20.135	0.239
45.030	20.009	0.239
45.040	20.167	0.239
45.050	19.869	0.239
45.060	20.061	0.239
45.070	19.789	0.239
45.080	19.792	0.239
45.090	19.821	0.239
45.100	19.889	0.239
45.110	20.202	0.239
45.120	20.063	0.239
45.130	20.427	0.239
45.140	20.314	0.239
45.150	20.464	0.239
45.160	20.690	0.239
45.170	20.844	0.239
45.180	21.320	0.239
45.190	21.624	0.239
45.200	21.795	0.239
45.210	22.052	0.239
45.220	22.305	0.239
45.230	22.587	0.239
45.240	22.882	0.239
45.250	23.182	0.239
45.260	23.430	0.239
45.270	23.709	0.239
45.280	23.979	0.239
45.290	24.291	0.239
45.300	24.569	0.239
45.310	24.775	0.239
45.320	25.014	0.239
45.330	25.301	0.239
45.340	25.515	0.239
45.350	25.665	0.239
45.360	25.883	0.239
45.370	25.993	0.239
45.380	26.177	0.239
45.390	26.292	0.239
45.400	26.321	0.239
45.410	26.466	0.239
45.420	26.507	0.239
45.430	26.532	0.239
45.440	26.535	0.239
45.450	26.513	0.239
45.460	26.421	0.239
45.470	26.330	0.239
45.480	26.264	0.239
45.490	26.186	0.239
45.500	26.025	0.239
45.510	25.891	0.239
45.520	25.671	0.239
45.530	25.540	0.239
45.540	25.290	0.239
45.550	25.044	0.239
45.560	24.845	0.239
45.570	24.603	0.239
45.580	24.339	0.239
45.590	24.046	0.239
45.600	23.727	0.239
45.610	23.459	0.239
45.620	23.183	0.239
45.630	22.962	0.239
45.640	22.660	0.239
45.650	22.341	0.239
