#Motion Sensor Data File Sep 25, 2017 5:44 PM
#Time (s)	Velocity (cm/s)
#0.000	NaN
16.260	50.181
16.270	41.151
16.280	36.851
16.290	41.624
16.300	40.721
16.310	33.841
16.320	32.551
16.330	29.541
16.340	23.564
16.350	28.251
16.360	22.231
16.370	17.071
16.380	14.491
16.390	10.664
16.400	6.751
16.410	2.881
16.420	-0.516
16.430	-4.859
16.440	-8.299
16.450	-12.126
16.460	-16.469
16.470	-16.899
16.480	-21.156
16.490	-25.929
16.500	-31.046
16.510	-31.519
16.520	-34.099
16.530	-35.776
16.540	-38.399
16.550	-36.636
16.560	-46.569
16.570	-43.516
16.580	-37.969
16.590	-44.376
16.600	-49.149
16.610	-42.656
16.620	-36.679
16.630	-64.156
16.640	-47.859
16.650	-13.459
16.660	-65.876
16.670	-36.679
16.680	-32.766
16.690	-31.519
16.700	-26.746
16.710	-25.499
16.720	-27.219
16.730	-12.556
16.740	-18.189
16.750	-11.266
16.760	-4.429
16.770	-9.589
16.780	-7.826
16.790	-11.739
16.800	27.391
16.810	14.061
16.820	11.954
16.830	20.081
16.840	19.221
16.850	55.771
16.860	-6.106
16.870	33.411
16.880	64.371
16.890	35.561
16.900	36.421
16.910	35.991
16.920	39.001
16.930	43.344
16.940	42.011
16.950	44.161
16.960	45.881
16.970	41.581
16.980	46.311
16.990	43.774
17.000	37.711
17.010	37.711
17.020	41.581
17.030	35.561
17.040	33.841
17.050	31.304
17.060	28.681
17.070	26.101
17.080	23.521
17.090	19.651
17.100	16.254
17.110	12.771
17.120	8.901
17.130	5.504
17.140	2.881
17.150	-1.849
17.160	-6.149
17.170	-9.546
17.180	-13.459
17.190	-16.856
17.200	-20.339
17.210	-23.349
17.220	-26.316
17.230	-29.369
17.240	-30.616
17.250	-33.239
17.260	-35.819
17.270	-37.066
17.280	-43.129
17.290	-42.656
17.300	-40.119
17.310	-43.516
17.320	-42.269
17.330	-49.106
17.340	-40.549
17.350	-44.376
17.360	-39.689
17.370	-39.259
17.380	-64.586
17.390	-19.049
17.400	-25.456
17.410	-34.529
17.420	-29.326
17.430	-49.579
17.440	-25.886
17.450	-22.919
17.460	-17.329
17.470	-15.996
17.480	-7.869
17.490	-4.429
17.500	-4.816
17.510	-1.419
17.520	6.321
17.530	6.364
17.540	8.901
17.550	20.081
17.560	23.951
17.570	15.824
17.580	26.531
17.590	31.261
17.600	27.821
17.610	34.701
17.620	36.894
17.630	37.281
17.640	43.301
17.650	63.081
17.660	41.151
17.670	21.371
17.680	63.511
17.690	46.354
17.700	41.581
17.710	39.431
17.720	46.311
17.730	42.441
17.740	37.711
17.750	34.271
17.760	33.454
17.770	33.841
17.780	32.121
17.790	28.251
17.800	24.381
17.810	19.694
17.820	21.801
17.830	14.491
17.840	11.051
17.850	6.364
17.860	3.741
17.870	0.301
17.880	-3.526
17.890	-7.009
17.900	-11.309
17.910	-14.276
17.920	-19.049
17.930	-19.049
17.940	-24.166
17.950	-31.949
17.960	-28.036
17.970	-29.799
17.980	-34.056
17.990	-35.389
18.000	-39.259
18.010	-40.506
18.020	-42.269
18.030	-46.096
18.040	-43.989
18.050	-38.356
18.060	-44.419
18.070	-41.796
18.080	-42.699
18.090	-65.446
18.100	-13.029
18.110	-65.876
18.120	-38.829
18.130	-33.669
18.140	-33.196
18.150	-26.359
18.160	-10.406
18.170	-31.949
18.180	-19.479
18.190	-13.846
18.200	-10.879
18.210	-37.926
18.220	16.641
18.230	0.731
18.240	0.731
18.250	7.654
18.260	37.711
18.270	-19.049
18.280	-9.116
18.290	45.881
18.300	-1.419
18.310	88.021
18.320	-4.859
18.330	35.174
18.340	63.081
18.350	38.141
18.360	34.701
18.370	36.851
18.380	41.581
18.390	29.154
18.400	56.631
18.410	45.021
18.420	42.871
18.430	39.861
18.440	44.591
18.450	42.011
18.460	39.904
18.470	36.851
18.480	33.411
18.490	30.831
18.500	31.691
18.510	27.864
18.520	26.961
18.530	28.681
18.540	17.931
18.550	16.211
18.560	13.244
18.570	8.901
18.580	6.321
18.590	2.924
18.600	-0.989
18.610	-5.719
18.620	-8.686
18.630	-12.599
18.640	-16.039
18.650	-19.436
18.660	-28.939
18.670	-22.059
18.680	-25.456
18.690	-29.369
18.700	-34.486
18.710	-37.109
18.720	-36.206
18.730	-41.839
18.740	-38.399
18.750	-37.496
18.760	-42.699
18.770	-47.816
18.780	-43.559
18.790	-37.066
18.800	-46.569
18.810	-56.846
18.820	-19.049
18.830	-41.366
18.840	-60.759
18.850	-34.056
18.860	-32.809
18.870	-29.799
18.880	-27.176
18.890	-22.489
18.900	-24.166
18.910	-17.329
18.920	-10.019
18.930	-15.566
18.940	-2.709
18.950	-3.999
18.960	-0.516
18.970	2.451
18.980	6.751
18.990	19.221
19.000	8.944
19.010	18.361
19.020	21.801
19.030	26.961
19.040	27.864
19.050	30.831
19.060	36.421
19.070	54.481
19.080	39.001
19.090	37.711
19.100	14.534
19.110	65.661
19.120	39.001
19.130	42.871
19.140	45.451
19.150	43.301
19.160	37.754
19.170	42.871
19.180	43.301
19.190	37.281
19.200	34.271
19.210	35.561
19.220	33.024
19.230	29.541
19.240	27.391
19.250	0.731
19.260	42.011
19.270	20.124
19.280	14.921
19.290	11.051
19.300	7.654
19.310	4.171
19.320	0.301
19.330	-3.139
19.340	-6.966
19.350	-10.879
19.360	-13.459
19.370	-15.996
19.380	-20.769
19.390	-23.736
19.400	-26.359
19.410	-28.939
19.420	-30.616
19.430	-33.669
19.440	-38.786
19.450	-35.389
19.460	-37.066
19.470	-40.119
19.480	-40.506
19.490	-41.839
19.500	-48.246
19.510	-42.269
19.520	-36.679
19.530	-40.076
19.540	-40.119
19.550	-65.876
19.560	-40.979
19.570	-25.886
19.580	-12.169
19.590	-31.906
19.600	-54.309
19.610	-23.779
19.620	-25.456
19.630	-3.569
19.640	-23.306
19.650	-17.759
19.660	20.941
19.670	-39.216
19.680	-0.129
19.690	3.311
19.700	0.774
19.710	19.221
19.720	10.191
19.730	15.351
19.740	21.371
19.750	21.844
19.760	49.751
19.770	0.731
19.780	32.551
19.790	61.791
19.800	33.884
19.810	36.851
19.820	40.721
19.830	13.631
19.840	60.071
19.850	45.451
19.860	37.324
19.870	43.731
19.880	39.431
19.890	47.171
19.900	39.431
19.910	36.851
19.920	31.734
19.930	37.281
19.940	34.271
19.950	32.981
19.960	28.681
19.970	25.284
19.980	18.361
19.990	23.951
20.000	16.211
20.010	12.814
20.020	9.331
20.030	5.891
20.040	3.311
20.050	-0.946
20.060	-4.859
20.070	-8.729
20.080	-11.266
20.090	-17.329
20.100	-16.469
20.110	-20.726
20.120	-25.069
20.130	-29.326
20.140	-28.079
20.150	-28.896
20.160	-32.379
20.170	-35.819
20.180	-41.796
20.190	-38.399
20.200	-36.636
20.210	-41.409
20.220	-47.386
20.230	-41.409
20.240	-45.666
20.250	-30.659
20.260	-43.516
20.270	-62.479
20.280	-37.539
20.290	-30.186
20.300	-15.609
20.310	-52.546
20.320	-31.949
20.330	-28.466
20.340	-18.619
20.350	-24.639
20.360	-24.596
20.370	-10.879
20.380	-4.429
20.390	-6.966
20.400	-15.609
20.410	3.311
20.420	3.784
20.430	12.341
20.440	10.621
20.450	8.084
20.460	24.381
20.470	-5.719
20.480	66.951
20.490	8.901
20.500	29.584
20.510	33.411
20.520	37.281
20.530	51.901
20.540	11.911
20.550	36.894
20.560	68.671
20.570	40.291
20.580	40.721
20.590	42.441
20.600	36.421
20.610	45.451
20.620	39.474
20.630	38.571
20.640	31.261
20.650	20.511
20.660	29.971
20.670	32.594
20.680	29.971
20.690	29.541
20.700	45.021
20.710	22.231
20.720	18.404
20.730	14.921
20.740	11.051
20.750	8.041
20.760	4.644
20.770	0.731
20.780	-2.709
20.790	-5.676
20.800	-9.589
20.810	-12.599
20.820	-14.706
20.830	-22.489
20.840	-18.576
20.850	-24.639
20.860	-29.799
20.870	-26.316
20.880	-32.809
20.890	-32.766
20.900	-36.679
20.910	-38.399
20.920	-38.786
20.930	-39.259
20.940	-44.806
20.950	-42.269
20.960	-42.656
20.970	-32.809
20.980	-43.516
20.990	-42.269
21.000	-37.066
21.010	-33.239
21.020	-36.249
21.030	-56.846
21.040	-29.799
21.050	-5.246
21.060	-50.439
21.070	-21.156
21.080	-21.199
21.090	-16.469
21.100	-13.846
21.110	-4.429
21.120	-5.719
21.130	-9.976
21.140	3.741
21.150	9.331
21.160	6.364
21.170	12.771
21.180	14.061
21.190	16.211
21.200	24.424
21.210	26.101
21.220	22.231
21.230	56.631
21.240	9.761
21.250	29.584
21.260	34.701
21.270	62.651
21.280	40.721
21.290	33.411
21.300	43.301
21.310	45.494
21.320	42.011
21.330	36.851
21.340	37.711
21.350	39.001
21.360	43.731
21.370	37.324
21.380	34.701
21.390	32.551
21.400	29.541
21.410	26.961
21.420	25.714
21.430	24.811
21.440	18.791
21.450	13.201
21.460	16.684
21.470	9.331
21.480	7.181
21.490	4.601
21.500	-0.086
21.510	-3.569
21.520	-7.439
21.530	-12.126
21.540	-12.599
21.550	-16.899
21.560	-20.296
21.570	-24.209
21.580	-29.326
21.590	-23.349
21.600	-29.799
21.610	-31.476
21.620	-37.539
21.630	-40.506
21.640	-38.829
21.650	-37.066
21.660	-36.249
21.670	-40.076
21.680	-41.409
21.690	-46.139
21.700	-38.356
21.710	-35.389
21.720	-37.926
21.730	-40.979
21.740	-31.046
21.750	-34.529
21.760	-31.476
21.770	-53.879
21.780	-29.799
21.790	-19.436
21.800	-30.659
21.810	-10.836
21.820	-20.339
21.830	-10.019
21.840	-2.236
21.850	-0.989
21.860	11.911
21.870	-12.556
21.880	2.881
21.890	4.171
21.900	50.181
21.910	12.384
21.920	-6.149
21.930	51.901
21.940	-6.579
21.950	45.064
21.960	19.221
21.970	52.331
21.980	39.001
21.990	35.561
22.000	10.664
22.010	37.281
22.020	65.231
22.030	38.571
22.040	44.591
22.050	41.151
22.060	39.861
22.070	40.334
22.080	35.561
22.090	35.561
22.100	37.711
22.110	35.131
22.120	31.691
22.130	27.864
22.140	26.531
22.150	20.941
22.160	20.511
22.170	23.564
22.180	11.481
22.190	12.771
22.200	9.331
22.210	5.074
22.220	1.161
22.230	-1.419
22.240	-5.246
22.250	-9.159
22.260	-15.179
22.270	-10.836
22.280	-27.649
22.290	-13.459
22.300	-24.166
22.310	-24.209
22.320	-31.476
22.330	-34.529
22.340	-33.196
22.350	-34.959
22.360	-35.389
22.370	-37.496
22.380	-41.839
22.390	-40.076
22.400	-38.399
22.410	-39.216
22.420	-37.969
22.430	-43.516
22.440	-59.469
22.450	-16.856
22.460	-30.659
22.470	-36.249
22.480	-34.056
22.490	-46.569
22.500	-31.476
22.510	-28.509
22.520	-19.866
22.530	-19.479
22.540	-17.329
22.550	-16.856
22.560	-6.149
22.570	-6.149
22.580	-1.806
22.590	-0.559
22.600	4.601
22.610	8.084
22.620	7.181
22.630	17.931
22.640	45.881
22.650	-9.976
22.660	25.241
22.670	27.391
22.680	27.821
22.690	58.781
22.700	30.401
22.710	32.594
22.720	41.581
22.730	38.141
22.740	33.841
22.750	37.711
22.760	45.924
22.770	39.861
22.780	37.281
22.790	35.991
22.800	39.431
22.810	39.861
22.820	37.754
22.830	35.561
22.840	30.831
22.850	28.681
22.860	29.541
22.870	25.284
22.880	20.941
22.890	-0.129
22.900	36.421
22.910	13.244
22.920	4.171
22.930	12.771
22.940	4.171
22.950	-0.086
22.960	-3.139
22.970	-7.009
22.980	-11.696
22.990	-11.739
23.000	-16.469
23.010	-19.436
23.020	-22.489
23.030	-46.956
23.040	-3.999
23.050	-28.939
23.060	-33.626
23.070	-36.679
23.080	-36.206
23.090	-37.109
23.100	-38.356
23.110	-37.969
23.120	-34.916
23.130	-38.399
23.140	-40.549
23.150	-44.376
23.160	-57.749
23.170	-14.706
23.180	-29.369
23.190	-39.646
23.200	-56.029
23.210	-31.476
23.220	-4.429
23.230	-48.719
23.240	-30.186
23.250	-16.899
23.260	-0.516
23.270	-31.089
23.280	17.071
23.290	-62.436
23.300	20.511
23.310	-0.559
23.320	-1.806
23.330	4.601
23.340	19.651
23.350	7.181
23.360	13.244
23.370	18.791
23.380	45.881
23.390	-2.709
23.400	57.534
23.410	1.161
23.420	45.451
23.430	46.311
23.440	34.271
23.450	35.131
23.460	39.044
23.470	38.141
23.480	38.571
23.490	32.551
23.500	42.871
23.510	37.711
23.520	39.904
23.530	42.441
23.540	35.991
23.550	34.701
23.560	31.691
23.570	30.444
23.580	27.391
23.590	24.811
23.600	26.531
23.610	22.231
23.620	13.674
23.630	18.791
23.640	9.761
23.650	9.804
23.660	5.891
23.670	2.021
23.680	-1.849
23.690	-6.106
23.700	-7.869
23.710	-9.159
23.720	-17.716
23.730	-13.029
23.740	-24.596
23.750	-18.619
23.760	-25.069
23.770	-26.746
23.780	-31.089
23.790	-35.776
23.800	-34.959
23.810	-34.099
23.820	-34.916
23.830	-39.259
23.840	-40.506
23.850	-37.109
23.860	-41.796
23.870	-37.109
23.880	-36.206
23.890	-38.829
23.900	-40.936
23.910	-56.459
23.920	-33.196
23.930	-30.229
23.940	-15.609
23.950	-39.216
23.960	-28.079
23.970	4.171
23.980	-42.656
23.990	-20.339
24.000	-9.546
24.010	-8.729
24.020	-14.749
24.030	4.644
24.040	-1.849
24.050	4.171
24.060	35.991
24.070	-16.426
24.080	10.191
24.090	18.791
24.100	47.171
24.110	-6.536
24.120	36.421
24.130	23.091
24.140	18.361
24.150	60.974
24.160	35.561
24.170	39.001
24.180	33.411
24.190	35.131
24.200	38.141
24.210	39.904
24.220	35.561
24.230	37.281
24.240	42.871
24.250	37.711
24.260	35.991
24.270	34.744
24.280	34.701
24.290	31.691
24.300	28.251
24.310	27.391
24.320	25.284
24.330	20.081
24.340	21.801
24.350	16.211
24.360	14.104
24.370	10.621
24.380	-3.569
24.390	16.684
24.400	0.731
24.410	-3.999
24.420	-6.149
24.430	-7.396
24.440	-12.169
24.450	-15.136
24.460	-20.769
24.470	-17.759
24.480	-28.466
24.490	-24.639
24.500	-25.456
24.510	-28.939
24.520	-35.819
24.530	-36.636
24.540	-37.539
24.550	-37.926
24.560	-36.679
24.570	-37.496
24.580	-36.249
24.590	-35.389
24.600	-39.646
24.610	-40.549
24.620	-59.426
24.630	-36.679
24.640	-11.696
24.650	-31.089
24.660	-52.546
24.670	-30.659
24.680	-25.499
24.690	-23.736
24.700	-19.909
24.710	-20.726
24.720	-18.619
24.730	-4.429
24.740	-11.696
24.750	-6.149
24.760	2.451
24.770	-0.516
24.780	6.321
24.790	8.471
24.800	7.654
24.810	16.641
24.820	14.491
24.830	22.661
24.840	21.371
24.850	35.604
24.860	20.941
24.870	39.431
24.880	26.531
24.890	30.401
24.900	33.024
24.910	35.991
24.920	61.791
24.930	42.441
24.940	40.721
24.950	37.281
24.960	34.314
24.970	36.421
24.980	36.851
24.990	36.421
25.000	37.281
25.010	33.454
25.020	28.251
25.030	29.971
25.040	28.251
25.050	23.951
25.060	17.974
25.070	21.371
25.080	-7.009
25.090	35.131
25.100	7.224
25.110	5.891
25.120	-0.129
25.130	-3.526
25.140	-7.439
25.150	2.451
25.160	-9.546
25.170	-34.959
25.180	6.321
25.190	-23.306
25.200	-18.189
25.210	-24.639
25.220	-26.746
25.230	-32.379
25.240	-32.766
25.250	-32.809
25.260	-32.766
25.270	-33.669
25.280	-35.819
25.290	-38.786
25.300	-41.839
25.310	-40.506
25.320	-57.319
25.330	-17.286
25.340	-35.819
25.350	-32.336
25.360	-37.969
25.370	-34.916
25.380	-54.309
25.390	-28.509
25.400	2.064
25.410	-53.019
25.420	1.634
25.430	-40.549
25.440	-25.069
25.450	-9.546
25.460	-9.159
25.470	20.081
25.480	-32.766
25.490	-24.639
25.500	1.591
25.510	32.594
25.520	12.771
25.530	8.041
25.540	20.081
25.550	13.674
25.560	24.381
25.570	21.371
25.580	59.641
25.590	-2.666
25.600	34.271
25.610	57.921
25.620	39.861
25.630	35.991
25.640	32.121
25.650	33.024
25.660	39.861
25.670	42.011
25.680	35.561
25.690	35.991
25.700	40.291
25.710	35.604
25.720	33.841
25.730	32.551
25.740	32.121
25.750	28.681
25.760	22.704
25.770	24.811
25.780	29.111
25.790	19.651
25.800	11.954
25.810	17.071
25.820	10.621
25.830	7.611
25.840	2.064
25.850	0.731
25.860	-1.849
25.870	-3.096
25.880	-7.869
25.890	-34.529
25.900	7.654
25.910	-20.339
25.920	-18.146
25.930	-23.349
25.940	-27.649
25.950	-27.176
25.960	-26.789
25.970	-31.476
25.980	-32.379
25.990	-36.679
26.000	-39.646
26.010	-36.249
26.020	-35.346
26.030	-39.689
26.040	-37.066
26.050	-39.259
26.060	-38.786
26.070	-55.599
26.080	-38.786
26.090	-33.669
26.100	-31.089
26.110	-28.896
26.120	-26.789
26.130	-27.176
26.140	-25.069
26.150	-17.759
26.160	-16.856
26.170	8.041
26.180	-36.636
26.190	-7.869
26.200	-3.569
26.210	-6.966
26.220	4.171
26.230	4.171
26.240	6.751
26.250	8.084
26.260	18.361
26.270	39.861
26.280	-2.709
26.290	25.284
26.300	21.801
26.310	50.181
26.320	4.171
26.330	55.341
26.340	37.324
26.350	32.551
26.360	35.131
26.370	33.411
26.380	37.281
26.390	38.614
26.400	37.711
26.410	38.571
26.420	39.861
26.430	36.421
26.440	35.991
26.450	33.884
26.460	32.121
26.470	29.971
26.480	26.531
26.490	25.671
26.500	22.704
26.510	18.361
26.520	20.511
26.530	15.351
26.540	-11.266
26.550	32.551
26.560	6.321
26.570	2.924
26.580	-0.559
26.590	-3.569
26.600	-6.536
26.610	-11.739
26.620	-10.019
26.630	-16.856
26.640	-17.759
26.650	-43.129
26.660	-2.666
26.670	-25.069
26.680	-32.336
26.690	-26.359
26.700	-32.379
26.710	-32.336
26.720	-34.959
26.730	-34.916
26.740	-35.819
26.750	-37.926
26.760	-37.539
26.770	-38.356
26.780	-40.979
26.790	-58.996
26.800	-28.079
26.810	-38.399
26.820	-33.196
26.830	-35.389
26.840	-30.616
26.850	-21.629
26.860	-22.919
26.870	-19.436
26.880	-27.649
26.890	-14.276
26.900	-17.329
26.910	-7.009
26.920	-2.666
26.930	-3.139
26.940	-3.139
26.950	1.634
26.960	3.741
26.970	7.611
26.980	19.221
26.990	41.624
27.000	-14.319
27.010	24.811
27.020	41.581
27.030	5.504
27.040	29.541
27.050	30.401
27.060	53.191
27.070	35.561
27.080	35.604
27.090	33.411
27.100	32.981
27.110	37.711
27.120	38.141
27.130	36.851
27.140	35.604
27.150	35.131
27.160	38.571
27.170	35.991
27.180	33.841
27.190	28.724
27.200	26.531
27.210	29.541
27.220	24.381
27.230	19.651
27.240	21.414
27.250	16.641
27.260	13.631
27.270	9.761
27.280	8.944
27.290	5.891
27.300	1.161
27.310	-1.376
27.320	-4.429
27.330	-10.449
27.340	-8.256
27.350	-14.319
27.360	-19.049
27.370	-16.856
27.380	-23.349
27.390	-23.306
27.400	-28.939
27.410	-26.789
27.420	-28.466
27.430	-32.379
27.440	-34.056
27.450	-38.829
27.460	-37.066
27.470	-36.679
27.480	-36.636
27.490	-37.109
27.500	-34.959
27.510	-31.906
27.520	-32.809
27.530	-34.916
27.540	-38.399
27.550	-53.406
27.560	-32.379
27.570	-25.456
27.580	-3.569
27.590	-49.149
27.600	-20.296
27.610	11.051
27.620	-40.119
27.630	10.234
27.640	-37.539
27.650	1.161
27.660	-1.376
27.670	-3.139
27.680	1.591
27.690	13.244
27.700	26.101
27.710	14.921
27.720	-11.266
27.730	25.241
27.740	16.211
27.750	56.201
27.760	-4.859
27.770	60.544
27.780	-0.129
27.790	31.691
27.800	57.061
27.810	17.501
27.820	33.884
27.830	46.311
27.840	47.171
27.850	39.001
27.860	38.141
27.870	35.991
27.880	35.604
27.890	34.701
27.900	32.551
27.910	29.971
27.920	29.541
27.930	28.294
27.940	26.101
27.950	20.511
27.960	22.661
27.970	19.264
27.980	15.351
27.990	-11.739
28.000	30.831
28.010	9.804
28.020	3.741
28.030	-0.129
28.040	-2.666
28.050	-6.149
28.060	-29.369
28.070	10.664
28.080	-15.179
28.090	-17.759
28.100	-25.456
28.110	-18.189
28.120	-25.499
28.130	-30.186
28.140	-25.069
28.150	-30.616
28.160	-33.239
28.170	-35.346
28.180	-34.529
28.190	-34.486
28.200	-36.249
28.210	-37.969
28.220	-34.916
28.230	-36.249
28.240	-37.496
28.250	-38.829
28.260	-35.776
28.270	-28.509
28.280	-29.369
28.290	-28.896
28.300	-50.869
28.310	-22.016
28.320	-22.919
28.330	-15.136
28.340	-2.709
28.350	-29.799
28.360	-10.406
28.370	-14.319
28.380	-0.559
28.390	-2.236
28.400	0.731
28.410	6.751
28.420	11.954
28.430	7.611
28.440	20.511
28.450	12.771
28.460	42.441
28.470	18.834
28.480	3.311
28.490	26.101
28.500	51.471
28.510	32.164
28.520	16.211
28.530	48.461
28.540	36.851
28.550	34.271
28.560	34.314
28.570	36.421
28.580	39.861
28.590	34.701
28.600	35.561
28.610	34.271
28.620	33.884
28.630	33.841
28.640	32.121
28.650	30.401
28.660	25.671
28.670	21.414
28.680	20.511
28.690	24.381
28.700	14.491
28.710	16.684
28.720	11.051
28.730	-17.329
28.740	28.681
28.750	3.784
28.760	-0.989
28.770	-6.579
28.780	-9.976
28.790	-5.719
28.800	-13.889
28.810	-16.426
28.820	-17.759
28.830	-20.726
28.840	-24.209
28.850	-30.659
28.860	-21.156
28.870	-30.229
28.880	-36.636
28.890	-34.099
28.900	-34.486
28.910	-35.389
28.920	-36.679
28.930	-35.776
28.940	-36.249
28.950	-33.196
28.960	-37.539
28.970	-33.626
28.980	-30.229
28.990	-27.606
29.000	-31.089
29.010	-35.389
29.020	-56.846
29.030	3.741
29.040	-51.686
29.050	14.061
29.060	-42.699
29.070	8.944
29.080	-37.969
29.090	14.921
29.100	-35.346
29.110	-6.579
29.120	4.214
29.130	3.741
29.140	2.451
29.150	14.491
29.160	7.224
29.170	47.171
29.180	22.661
29.190	-6.579
29.200	49.364
29.210	-4.429
29.220	57.061
29.230	1.161
29.240	29.111
29.250	57.104
29.260	35.991
29.270	32.121
29.280	35.561
29.290	34.271
29.300	38.184
29.310	35.131
29.320	37.711
29.330	38.141
29.340	34.701
29.350	32.551
29.360	30.014
29.370	25.671
29.380	24.811
29.390	29.541
29.400	24.854
29.410	18.791
29.420	17.501
29.430	16.641
29.440	13.674
29.450	9.331
29.460	-18.189
29.470	24.381
29.480	4.214
29.490	-4.429
29.500	-5.289
29.510	-7.396
29.520	-12.169
29.530	-29.326
29.540	-1.419
29.550	-22.919
29.560	-19.006
29.570	-27.219
29.580	-23.779
29.590	-31.046
29.600	-30.229
29.610	-32.336
29.620	-33.669
29.630	-34.056
29.640	-34.099
29.650	-36.249
29.660	-34.916
29.670	-36.249
29.680	-37.926
29.690	-50.869
29.700	-33.626
29.710	-38.829
29.720	-29.326
29.730	-7.439
29.740	-29.369
29.750	-48.246
29.760	-17.329
29.770	-29.326
29.780	-18.619
29.790	-13.459
29.800	-18.146
29.810	-7.009
29.820	-8.299
29.830	-6.966
29.840	3.311
29.850	2.881
29.860	6.364
29.870	4.171
29.880	14.921
29.890	5.074
29.900	17.501
29.910	20.511
29.920	20.081
29.930	51.471
29.940	2.924
29.950	49.751
29.960	7.181
29.970	60.931
29.980	33.841
29.990	31.304
30.000	31.691
30.010	33.411
30.020	35.991
30.030	39.431
30.040	35.604
30.050	34.271
30.060	33.841
30.070	32.121
30.080	32.981
30.090	29.584
30.100	28.251
30.110	24.381
30.120	20.941
30.130	21.371
30.140	20.984
30.150	17.071
30.160	-10.019
30.170	34.701
30.180	6.364
30.190	4.601
30.200	5.461
30.210	-0.946
30.220	-4.429
30.230	-7.009
30.240	-9.976
30.250	-12.599
30.260	-16.039
30.270	-18.146
30.280	-20.339
30.290	-22.876
30.300	-27.649
30.310	-22.059
30.320	-28.896
30.330	-36.249
30.340	-30.616
30.350	-31.519
30.360	-32.766
30.370	-34.959
30.380	-34.099
30.390	-37.496
30.400	-38.829
30.410	-54.696
30.420	-31.519
30.430	-33.626
30.440	-35.389
30.450	-31.046
30.460	-23.779
30.470	-3.139
30.480	-52.976
30.490	7.611
30.500	-50.396
30.510	-17.329
30.520	-14.749
30.530	-13.416
30.540	-4.429
30.550	15.351
30.560	-23.736
30.570	-7.009
30.580	4.601
30.590	8.514
30.600	8.901
30.610	8.041
30.620	17.501
30.630	44.204
30.640	13.631
30.650	5.031
30.660	20.941
30.670	52.804
30.680	2.451
30.690	53.191
30.700	35.561
30.710	25.671
30.720	17.114
30.730	52.761
30.740	36.421
30.750	39.001
30.760	33.411
30.770	33.841
30.780	34.314
30.790	32.981
30.800	30.401
30.810	30.401
30.820	30.401
30.830	30.014
30.840	25.241
30.850	17.501
30.860	25.241
30.870	17.544
30.880	13.201
30.890	11.911
30.900	10.191
30.910	8.514
30.920	3.741
30.930	-3.569
30.940	-1.806
30.950	-0.989
30.960	-7.869
30.970	-16.856
30.980	-6.149
30.990	-18.189
31.000	-17.286
31.010	-21.199
31.020	-26.746
31.030	-21.199
31.040	-28.079
31.050	-33.626
31.060	-31.089
31.070	-32.336
31.080	-33.239
31.090	-32.766
31.100	-33.669
31.110	-35.389
31.120	-33.626
31.130	-34.099
31.140	-31.906
31.150	-32.809
31.160	-33.196
31.170	-35.819
31.180	-49.966
31.190	-3.139
31.200	-48.289
31.210	-23.736
31.220	-27.649
31.230	8.041
31.240	-36.636
31.250	10.621
31.260	-43.086
31.270	-1.849
31.280	-3.999
31.290	3.784
31.300	-5.289
31.310	4.601
31.320	2.494
31.330	12.341
31.340	21.801
31.350	37.281
31.360	-7.396
31.370	47.171
31.380	-9.589
31.390	31.691
31.400	51.041
31.410	1.204
31.420	29.111
31.430	60.501
31.440	32.981
31.450	31.691
31.460	34.744
31.470	34.271
31.480	35.131
31.490	34.701
31.500	34.271
31.510	33.454
31.520	32.121
31.530	29.111
31.540	31.261
31.550	27.821
31.560	23.564
31.570	22.661
31.580	23.091
31.590	20.081
31.600	16.254
31.610	14.061
31.620	10.191
31.630	9.331
31.640	5.934
31.650	3.741
31.660	1.161
31.670	-3.526
31.680	-6.149
31.690	-10.449
31.700	-13.846
31.710	-11.739
31.720	-17.329
31.730	-22.446
31.740	-18.619
31.750	-28.896
31.760	-24.639
31.770	-24.639
31.780	-29.756
31.790	-35.389
31.800	-32.766
31.810	-33.669
31.820	-34.916
31.830	-34.959
31.840	-34.056
31.850	-36.249
31.860	-33.239
31.870	-41.796
31.880	-43.129
31.890	-33.196
31.900	-10.879
31.910	-22.446
31.920	-52.589
31.930	-22.919
31.940	-20.726
31.950	-16.039
31.960	-23.736
31.970	-16.469
31.980	-9.159
31.990	-11.266
32.000	-7.439
32.010	-1.849
32.020	2.064
32.030	2.451
32.040	2.451
32.050	5.074
32.060	14.491
32.070	12.341
32.080	17.501
32.090	17.544
32.100	23.521
32.110	23.951
32.120	50.181
32.130	2.451
32.140	43.344
32.150	44.161
32.160	29.541
32.170	15.781
32.180	48.891
32.190	34.314
32.200	37.281
32.210	34.701
32.220	32.981
32.230	32.551
32.240	32.594
32.250	32.551
32.260	30.401
32.270	32.121
32.280	25.671
32.290	21.844
32.300	20.511
32.310	25.241
32.320	16.211
32.330	16.684
32.340	13.201
32.350	-12.599
32.360	29.111
32.370	3.784
32.380	1.161
32.390	-1.849
32.400	-4.816
32.410	-28.079
32.420	6.321
32.430	-7.396
32.440	-16.039
32.450	-18.619
32.460	-20.726
32.470	-26.359
32.480	-20.726
32.490	-30.659
32.500	-29.756
32.510	-25.069
32.520	-31.949
32.530	-34.486
32.540	-34.099
32.550	-34.916
32.560	-43.989
32.570	-48.246
32.580	-34.529
32.590	-31.906
32.600	-13.889
32.610	-29.799
32.620	-28.036
32.630	-56.029
