#Motion Sensor Data File Sep 25, 2017 5:44 PM
#Time (s)	Velocity (cm/s)
#0.000	NaN
32.640	-25.886
32.650	4.601
32.660	-52.159
32.670	2.064
32.680	-15.179
32.690	-10.836
32.700	-37.969
32.710	11.051
32.720	-40.506
32.730	1.161
32.740	5.891
32.750	-4.816
32.760	25.241
32.770	12.771
32.780	-19.866
32.790	11.911
32.800	10.191
32.810	24.381
32.820	14.104
32.830	30.401
32.840	46.741
32.850	1.591
32.860	53.621
32.870	27.434
32.880	32.981
32.890	35.131
32.900	32.551
32.910	33.841
32.920	32.594
32.930	34.271
32.940	34.271
32.950	33.411
32.960	32.551
32.970	31.304
32.980	30.401
32.990	26.531
33.000	25.671
33.010	26.101
33.020	27.004
33.030	19.221
33.040	17.071
33.050	19.221
33.060	14.104
33.070	-10.019
33.080	25.671
33.090	7.611
33.100	3.784
33.110	1.161
33.120	-3.569
33.130	-11.696
33.140	-4.859
33.150	-10.449
33.160	-15.566
33.170	-16.469
33.180	-17.716
33.190	-25.499
33.200	-20.339
33.210	-28.896
33.220	-27.649
33.230	-28.896
33.240	-28.509
33.250	-31.046
33.260	-33.239
33.270	-34.959
33.280	-34.486
33.290	-33.239
33.300	-35.346
33.310	-34.099
33.320	-30.616
33.330	-31.519
33.340	-30.229
33.350	-26.746
33.360	-31.089
33.370	-48.246
33.380	-1.849
33.390	-45.236
33.400	-21.629
33.410	-15.179
33.420	-15.996
33.430	-11.309
33.440	-9.589
33.450	-4.386
33.460	-3.139
33.470	-4.429
33.480	1.204
33.490	8.901
33.500	32.121
33.510	-12.986
33.520	22.231
33.530	10.191
33.540	44.161
33.550	17.974
33.560	3.741
33.570	18.791
33.580	52.331
33.590	5.461
33.600	26.144
33.610	54.911
33.620	31.691
33.630	33.411
33.640	15.351
33.650	36.034
33.660	48.031
33.670	32.981
33.680	33.411
33.690	33.411
33.700	34.744
33.710	30.831
33.720	27.821
33.730	25.671
33.740	23.091
33.750	18.404
33.760	17.931
33.770	22.661
33.780	-7.396
33.790	34.271
33.800	-12.169
33.810	28.681
33.820	1.634
33.830	-16.039
33.840	17.931
33.850	-5.246
33.860	-8.299
33.870	-8.299
33.880	-10.406
33.890	-15.179
33.900	-19.479
33.910	-17.286
33.920	-26.359
33.930	-21.156
33.940	-25.069
33.950	-30.229
33.960	-25.886
33.970	-30.659
33.980	-32.766
33.990	-37.969
34.000	-32.766
34.010	-34.099
34.020	-32.379
34.030	-32.336
34.040	-31.089
34.050	-33.196
34.060	-51.299
34.070	-33.196
34.080	-26.789
34.090	-0.129
34.100	-52.976
34.110	8.041
34.120	-50.396
34.130	-19.479
34.140	-14.319
34.150	-15.136
34.160	-10.019
34.170	18.791
34.180	-34.916
34.190	2.021
34.200	30.401
34.210	3.354
34.220	2.451
34.230	-15.609
34.240	36.464
34.250	-10.449
34.260	16.211
34.270	19.221
34.280	23.994
34.290	48.031
34.300	-0.559
34.310	56.201
34.320	24.811
34.330	33.024
34.340	26.531
34.350	32.551
34.360	34.271
34.370	34.271
34.380	31.304
34.390	32.121
34.400	31.261
34.410	30.831
34.420	31.691
34.430	29.154
34.440	30.401
34.450	30.831
34.460	26.531
34.470	18.404
34.480	23.091
34.490	20.081
34.500	13.201
34.510	14.964
34.520	11.481
34.530	4.171
34.540	7.181
34.550	6.794
34.560	-2.709
34.570	0.301
34.580	-4.816
34.590	-8.299
34.600	-11.309
34.610	-18.146
34.620	-11.309
34.630	-19.436
34.640	-23.349
34.650	-19.049
34.660	-28.896
34.670	-27.219
34.680	-26.746
34.690	-25.929
34.700	-31.089
34.710	-34.486
34.720	-33.669
34.730	-33.196
34.740	-32.809
34.750	-31.476
34.760	-29.799
34.770	-31.089
34.780	-30.186
34.790	-31.949
34.800	-31.906
34.810	-23.779
34.820	-54.266
34.830	1.591
34.840	-48.719
34.850	-9.116
34.860	-11.309
34.870	-0.129
34.880	-42.226
34.890	-7.439
34.900	20.554
34.910	-33.669
34.920	-5.289
34.930	2.924
34.940	5.891
34.950	11.911
34.960	9.331
34.970	18.404
34.980	13.201
34.990	11.911
35.000	23.994
35.010	31.261
35.020	45.451
35.030	-8.299
35.040	60.931
35.050	4.644
35.060	26.101
35.070	54.481
35.080	30.401
35.090	14.491
35.100	32.594
35.110	53.621
35.120	35.561
35.130	35.131
35.140	32.121
35.150	30.444
35.160	28.251
35.170	25.671
35.180	25.671
35.190	24.381
35.200	18.404
35.210	23.091
35.220	17.501
35.230	11.481
35.240	17.544
35.250	8.901
35.260	5.031
35.270	7.654
35.280	-1.419
35.290	-2.279
35.300	-3.956
35.310	-3.569
35.320	-9.159
35.330	-12.126
35.340	-13.459
35.350	-19.479
35.360	-15.996
35.370	-26.789
35.380	-18.619
35.390	-25.886
35.400	-31.089
35.410	-28.896
35.420	-29.369
35.430	-32.336
35.440	-31.949
35.450	-30.229
35.460	-31.906
35.470	-34.959
35.480	-33.626
35.490	-33.669
35.500	-31.476
35.510	-50.439
35.520	-31.046
35.530	-2.709
35.540	-48.289
35.550	-27.606
35.560	1.591
35.570	-42.226
35.580	-23.349
35.590	-15.179
35.600	-13.846
35.610	-8.299
35.620	-6.149
35.630	-8.686
35.640	-2.279
35.650	2.881
35.660	2.924
35.670	5.031
35.680	10.191
35.690	11.094
35.700	14.061
35.710	15.781
35.720	17.931
35.730	22.704
35.740	48.461
35.750	-2.709
35.760	57.921
35.770	22.661
35.780	33.454
35.790	28.251
35.800	29.971
35.810	30.401
35.820	32.551
35.830	32.164
35.840	31.261
35.850	31.261
35.860	31.261
35.870	31.261
35.880	30.444
35.890	32.121
35.900	29.111
35.910	23.521
35.920	18.834
35.930	23.951
35.940	18.791
35.950	15.781
35.960	10.234
35.970	14.921
35.980	8.471
35.990	0.731
36.000	5.074
36.010	4.171
36.020	-2.709
36.030	-5.246
36.040	-8.299
36.050	-12.169
36.060	-15.136
36.070	-13.889
36.080	-15.136
36.090	-25.929
36.100	-17.329
36.110	-29.756
36.120	-24.209
36.130	-23.736
36.140	-34.529
36.150	-31.089
36.160	-28.896
36.170	-28.509
36.180	-31.906
36.190	-32.379
36.200	-30.616
36.210	-31.519
36.220	-32.809
36.230	-31.046
36.240	-27.649
36.250	-28.896
36.260	-60.759
36.270	5.934
36.280	-50.439
36.290	11.911
36.300	-50.826
36.310	-19.049
36.320	-15.136
36.330	-7.009
36.340	-8.299
36.350	-6.966
36.360	20.511
36.370	-26.359
36.380	-1.376
36.390	6.751
36.400	8.471
36.410	5.031
36.420	40.764
36.430	17.501
36.440	-13.029
36.450	23.091
36.460	45.924
36.470	26.531
36.480	-3.139
36.490	54.051
36.500	0.774
36.510	55.341
36.520	28.681
36.530	30.831
36.540	35.561
36.550	32.594
36.560	34.701
36.570	32.551
36.580	31.261
36.590	30.401
36.600	27.864
36.610	26.101
36.620	21.801
36.630	31.691
36.640	24.811
36.650	15.394
36.660	22.661
36.670	17.931
36.680	13.631
36.690	12.384
36.700	10.191
36.710	9.331
36.720	4.214
36.730	0.731
36.740	-2.709
36.750	-0.946
36.760	-7.009
36.770	-13.459
36.780	-6.966
36.790	-12.599
36.800	-18.619
36.810	-17.286
36.820	-21.629
36.830	-20.726
36.840	-25.069
36.850	-26.789
36.860	-27.176
36.870	-33.239
36.880	-31.046
36.890	-32.379
36.900	-29.326
36.910	-31.089
36.920	-31.949
36.930	-31.906
36.940	-32.379
36.950	-29.326
36.960	-28.079
36.970	-27.606
36.980	-25.929
36.990	-52.159
37.000	-22.876
37.010	-23.349
37.020	3.354
37.030	-17.759
37.040	-15.609
37.050	-17.716
37.060	-30.659
37.070	-8.729
37.080	-4.386
37.090	-1.849
37.100	-3.139
37.110	2.924
37.120	8.901
37.130	7.611
37.140	8.084
37.150	14.061
37.160	43.301
37.170	15.781
37.180	20.554
37.190	-3.569
37.200	49.321
37.210	29.111
37.220	26.101
37.230	28.724
37.240	34.271
37.250	23.951
37.260	30.831
37.270	33.024
37.280	32.551
37.290	29.971
37.300	29.541
37.310	30.401
37.320	35.174
37.330	29.111
37.340	26.961
37.350	25.671
37.360	22.231
37.370	22.704
37.380	17.071
37.390	23.521
37.400	10.621
37.410	19.264
37.420	-15.179
37.430	32.981
37.440	6.364
37.450	2.881
37.460	2.021
37.470	-2.279
37.480	-4.816
37.490	-7.439
37.500	-30.616
37.510	7.611
37.520	-13.459
37.530	-17.286
37.540	-26.359
37.550	-15.609
37.560	-21.586
37.570	-31.089
37.580	-19.866
37.590	-27.649
37.600	-28.509
37.610	-33.196
37.620	-33.239
37.630	-31.046
37.640	-29.799
37.650	-31.906
37.660	-33.239
37.670	-31.046
37.680	-30.229
37.690	-44.849
37.700	-34.056
37.710	-22.919
37.720	-3.526
37.730	-47.859
37.740	-18.146
37.750	4.171
37.760	-18.619
37.770	-14.276
37.780	-12.169
37.790	-33.669
37.800	-4.386
37.810	-5.719
37.820	4.171
37.830	-0.946
37.840	4.171
37.850	1.161
37.860	8.084
37.870	14.921
37.880	31.691
37.890	-2.709
37.900	17.114
37.910	24.811
37.920	48.891
37.930	2.021
37.940	31.304
37.950	18.361
37.960	54.481
37.970	26.961
37.980	32.121
37.990	32.164
38.000	29.541
38.010	28.681
38.020	32.981
38.030	28.681
38.040	30.444
38.050	30.831
38.060	28.681
38.070	26.101
38.080	28.681
38.090	23.134
38.100	16.641
38.110	24.381
38.120	11.481
38.130	20.984
38.140	11.911
38.150	5.031
38.160	6.794
38.170	9.761
38.180	2.021
38.190	-0.559
38.200	-3.096
38.210	-6.579
38.220	-12.169
38.230	-6.536
38.240	-18.189
38.250	-13.846
38.260	-13.889
38.270	-24.209
38.280	-22.016
38.290	-27.649
38.300	-19.006
38.310	-27.649
38.320	-34.529
38.330	-29.326
38.340	-30.229
38.350	-30.616
38.360	-28.509
38.370	-30.186
38.380	-31.519
38.390	-30.659
38.400	-30.186
38.410	-28.079
38.420	-28.466
38.430	-50.009
38.440	0.344
38.450	-52.589
38.460	-0.129
38.470	-15.136
38.480	-43.989
38.490	-15.996
38.500	-11.309
38.510	14.491
38.520	-36.636
38.530	23.091
38.540	-26.789
38.550	-1.376
38.560	1.161
38.570	7.611
38.580	34.271
38.590	-12.556
38.600	34.701
38.610	-13.889
38.620	20.124
38.630	19.221
38.640	45.881
38.650	27.821
38.660	14.061
38.670	39.904
38.680	20.941
38.690	34.271
38.700	29.111
38.710	30.444
38.720	29.541
38.730	29.541
38.740	26.961
38.750	11.481
38.760	51.084
38.770	35.131
38.780	27.821
38.790	26.531
38.800	23.091
38.810	20.984
38.820	29.111
38.830	20.081
38.840	18.361
38.850	9.804
38.860	19.221
38.870	9.761
38.880	3.784
38.890	12.341
38.900	3.311
38.910	-2.709
38.920	-3.526
38.930	-5.289
38.940	-5.719
38.950	-6.106
38.960	-12.169
38.970	-15.566
38.980	-19.049
38.990	-14.749
39.000	-21.156
39.010	-22.489
39.020	-30.659
39.030	-26.746
39.040	-25.929
39.050	-22.876
39.060	-29.799
39.070	-30.616
39.080	-35.819
39.090	-32.809
39.100	-29.756
39.110	-30.229
39.120	-33.626
39.130	-40.549
39.140	-24.596
39.150	-18.189
39.160	-22.059
39.170	-25.456
39.180	-46.139
39.190	-20.726
39.200	4.171
39.210	-14.749
39.220	-15.136
39.230	-36.679
39.240	-11.266
39.250	6.321
39.260	-17.329
39.270	-0.946
39.280	2.451
39.290	3.311
39.300	5.504
39.310	12.771
39.320	9.331
39.330	39.431
39.340	13.674
39.350	19.651
39.360	23.521
39.370	20.511
39.380	0.774
39.390	48.891
39.400	0.301
39.410	56.631
39.420	26.101
39.430	30.014
39.440	34.701
39.450	29.971
39.460	30.831
39.470	27.391
39.480	27.864
39.490	28.681
39.500	30.401
39.510	32.551
39.520	26.101
39.530	24.854
39.540	18.361
39.550	20.081
39.560	23.091
39.570	14.964
39.580	15.781
39.590	14.491
39.600	9.374
39.610	2.881
39.620	8.901
39.630	2.021
39.640	-3.526
39.650	-4.859
39.660	-3.999
39.670	-6.106
39.680	-10.879
39.690	-13.889
39.700	-15.996
39.710	-15.609
39.720	-19.866
39.730	-22.059
39.740	-25.499
39.750	-21.586
39.760	-27.219
39.770	-30.186
39.780	-24.209
39.790	-31.476
39.800	-30.659
39.810	-27.649
39.820	-33.196
39.830	-33.239
39.840	-31.046
39.850	-23.779
39.860	-27.176
39.870	-32.379
39.880	-23.349
39.890	-54.696
39.900	6.751
39.910	-49.966
39.920	-7.869
39.930	-23.779
39.940	6.364
39.950	-38.829
39.960	-11.696
39.970	-5.289
39.980	-8.299
39.990	27.821
40.000	-1.376
40.010	0.301
40.020	5.031
40.030	-16.856
40.040	21.801
40.050	4.171
40.060	33.884
40.070	17.931
40.080	18.361
40.090	22.661
40.100	20.124
40.110	0.731
40.120	56.631
40.130	22.661
40.140	29.111
40.150	15.824
40.160	39.861
40.170	30.831
40.180	28.681
40.190	29.971
40.200	33.024
40.210	33.411
40.220	28.251
40.230	26.101
40.240	23.134
40.250	24.381
40.260	27.821
40.270	17.501
40.280	22.704
40.290	18.791
40.300	13.201
40.310	15.351
40.320	11.524
40.330	5.891
40.340	-13.889
40.350	21.801
40.360	2.494
40.370	0.301
40.380	-3.569
40.390	-6.966
40.400	-10.449
40.410	-12.556
40.420	-12.599
40.430	-16.039
40.440	-21.156
40.450	-16.899
40.460	-25.929
40.470	-20.296
40.480	-27.649
40.490	-28.896
40.500	-27.649
40.510	-25.026
40.520	-28.079
40.530	-31.089
40.540	-31.906
40.550	-30.659
40.560	-30.186
40.570	-32.379
40.580	-44.376
40.590	-16.039
40.600	-17.329
40.610	-26.316
40.620	-48.719
40.630	-21.156
40.640	4.171
40.650	-20.339
40.660	-31.906
40.670	0.731
40.680	-10.879
40.690	-35.776
40.700	-4.859
40.710	-4.816
40.720	28.681
40.730	1.591
40.740	1.591
40.750	-22.016
40.760	9.331
40.770	10.621
40.780	36.464
40.790	14.921
40.800	-5.719
40.810	33.411
40.820	38.184
40.830	23.091
40.840	-7.009
40.850	55.341
40.860	5.934
40.870	45.451
40.880	30.831
40.890	34.271
40.900	29.971
40.910	29.154
40.920	29.111
40.930	29.111
40.940	26.961
40.950	26.961
40.960	30.444
40.970	20.941
40.980	28.251
40.990	23.091
41.000	15.824
41.010	23.091
41.020	16.641
41.030	10.191
41.040	17.544
41.050	8.471
41.060	3.311
41.070	8.944
41.080	-0.559
41.090	-16.039
41.100	14.104
41.110	-6.149
41.120	-4.429
41.130	-10.406
41.140	-12.169
41.150	-18.619
41.160	-12.986
41.170	-17.759
41.180	-25.499
41.190	-24.166
41.200	-18.619
41.210	-28.466
41.220	-27.649
41.230	-24.596
41.240	-31.519
41.250	-33.669
41.260	-28.036
41.270	-28.509
41.280	-29.326
41.290	-22.059
41.300	-32.336
41.310	-33.669
41.320	-26.789
41.330	-49.536
41.340	2.881
41.350	-49.966
41.360	5.891
41.370	-20.769
41.380	-43.086
41.390	-14.319
41.400	-6.536
41.410	7.611
41.420	-33.239
41.430	4.214
41.440	-14.749
41.450	1.591
41.460	2.924
41.470	2.451
41.480	7.611
41.490	35.131
41.500	-13.416
41.510	15.351
41.520	42.441
41.530	17.071
41.540	17.544
41.550	-0.129
41.560	33.411
41.570	43.731
41.580	23.134
41.590	29.541
41.600	10.621
41.610	44.161
41.620	28.724
41.630	29.111
41.640	31.691
41.650	33.841
41.660	28.251
41.670	25.714
41.680	23.951
41.690	27.821
41.700	28.681
41.710	23.521
41.720	18.404
41.730	23.521
41.740	14.491
41.750	17.114
41.760	11.051
41.770	8.041
41.780	14.061
41.790	5.504
41.800	1.161
41.810	2.881
41.820	-0.946
41.830	-2.709
41.840	-6.579
41.850	-8.686
41.860	-14.749
41.870	-10.879
41.880	-19.866
41.890	-11.739
41.900	-24.596
41.910	-19.049
41.920	-22.059
41.930	-30.186
41.940	-24.209
41.950	-25.886
41.960	-29.369
41.970	-28.079
41.980	-25.886
41.990	-29.369
42.000	-35.776
42.010	-29.369
42.020	-28.036
42.030	-26.359
42.040	-23.779
42.050	-26.746
42.060	-25.069
42.070	-52.976
42.080	7.611
42.090	-35.819
42.100	-31.046
42.110	-18.189
42.120	-12.126
42.130	-7.009
42.140	12.341
42.150	-34.916
42.160	26.531
42.170	-5.289
42.180	-19.436
42.190	1.591
42.200	21.371
42.210	-11.266
42.220	36.421
42.230	-11.739
42.240	39.861
42.250	18.834
42.260	22.231
42.270	-5.289
42.280	42.871
42.290	29.154
42.300	-3.569
42.310	52.331
42.320	29.111
42.330	26.961
42.340	30.444
42.350	32.121
42.360	30.401
42.370	27.391
42.380	26.574
42.390	28.681
42.400	29.111
42.410	29.111
42.420	24.811
42.430	21.414
42.440	23.951
42.450	19.221
42.460	17.931
42.470	17.544
42.480	12.771
42.490	11.051
42.500	13.201
42.510	3.354
42.520	-8.729
42.530	18.361
42.540	-0.086
42.550	-2.709
42.560	-5.289
42.570	-7.826
42.580	-12.169
42.590	-13.459
42.600	-9.546
42.610	-15.609
42.620	-24.166
42.630	-15.179
42.640	-29.369
42.650	-16.856
42.660	-24.209
42.670	-31.476
42.680	-28.509
42.690	-28.509
42.700	-25.456
42.710	-28.509
42.720	-30.186
42.730	-30.229
42.740	-29.326
42.750	-29.369
42.760	-26.789
42.770	-44.376
42.780	-8.299
42.790	-20.726
42.800	-47.429
42.810	-17.716
42.820	1.591
42.830	-18.189
42.840	-14.276
42.850	-15.609
42.860	-22.059
42.870	-19.436
42.880	-2.279
42.890	-1.419
42.900	-6.106
42.910	2.021
42.920	8.901
42.930	10.664
42.940	-0.129
42.950	34.271
42.960	-7.396
42.970	17.501
42.980	15.351
42.990	22.661
43.000	19.694
43.010	50.611
43.020	21.371
43.030	32.121
43.040	24.811
43.050	26.144
43.060	28.251
43.070	28.251
43.080	26.531
43.090	31.691
43.100	33.454
43.110	28.251
43.120	26.961
43.130	22.231
43.140	24.424
43.150	28.681
43.160	23.951
43.170	20.511
43.180	16.254
43.190	20.511
43.200	14.921
43.210	11.911
43.220	11.094
43.230	8.041
43.240	-15.179
43.250	26.574
43.260	1.161
43.270	-0.989
43.280	-2.666
43.290	-6.149
43.300	-9.159
43.310	-13.846
43.320	-12.599
43.330	-13.459
43.340	-18.146
43.350	-25.929
43.360	-14.706
43.370	-20.769
43.380	-24.209
43.390	-26.746
43.400	-31.949
43.410	-22.016
43.420	-25.929
43.430	-27.219
43.440	-31.046
43.450	-33.669
43.460	-29.326
43.470	-27.219
43.480	-22.446
43.490	-25.499
43.500	-30.229
43.510	-45.666
43.520	-0.129
43.530	-45.236
43.540	1.591
43.550	-14.319
43.560	-13.846
43.570	-17.759
43.580	-31.046
43.590	-16.039
43.600	21.371
43.610	-31.046
43.620	-0.129
43.630	3.741
43.640	0.344
43.650	3.311
43.660	8.901
43.670	30.831
43.680	5.504
43.690	0.301
43.700	17.071
43.710	38.571
43.720	0.774
43.730	25.671
43.740	50.181
43.750	20.511
43.760	6.364
43.770	44.161
43.780	27.391
43.790	31.691
43.800	31.691
43.810	26.574
43.820	26.101
43.830	27.391
43.840	29.971
43.850	30.444
43.860	25.671
43.870	16.641
43.880	24.811
43.890	27.004
43.900	12.771
43.910	23.951
43.920	12.341
43.930	17.974
43.940	11.481
43.950	3.741
43.960	14.491
43.970	5.074
43.980	2.451
43.990	-0.559
44.000	-2.666
44.010	-10.019
44.020	-10.019
44.030	-4.816
44.040	-11.309
44.050	-16.469
44.060	-12.556
44.070	-16.899
44.080	-23.306
44.090	-18.619
44.100	-27.219
44.110	-18.576
44.120	-25.929
44.130	-29.756
44.140	-28.509
44.150	-28.896
44.160	-27.219
44.170	-30.229
44.180	-27.606
44.190	-28.509
44.200	-29.326
44.210	-25.499
44.220	-24.166
44.230	-21.629
44.240	-50.869
44.250	4.214
44.260	-20.339
44.270	-46.956
44.280	-16.039
44.290	-14.749
44.300	-11.266
44.310	14.921
44.320	-34.099
44.330	20.124
44.340	-28.939
44.350	-1.419
44.360	1.634
44.370	3.311
44.380	9.331
44.390	34.314
44.400	-13.459
44.410	13.631
44.420	39.001
44.430	21.414
44.440	17.931
44.450	20.081
44.460	-5.719
44.470	54.524
44.480	23.951
44.490	29.541
44.500	22.661
44.510	28.294
44.520	30.401
44.530	27.391
44.540	26.531
44.550	30.401
44.560	25.284
44.570	26.531
44.580	31.261
44.590	24.811
44.600	23.564
44.610	14.061
44.620	27.391
44.630	19.651
44.640	14.104
44.650	17.931
44.660	13.201
44.670	5.891
44.680	12.814
44.690	6.321
44.700	3.741
44.710	1.204
44.720	-1.419
44.730	-3.569
44.740	-4.816
44.750	-8.299
44.760	-10.449
44.770	-16.856
44.780	-12.169
44.790	-15.179
44.800	-23.306
44.810	-16.039
44.820	-22.446
44.830	-28.079
44.840	-23.779
44.850	-27.606
44.860	-22.059
44.870	-25.456
44.880	-28.509
44.890	-33.196
44.900	-28.939
44.910	-28.509
44.920	-24.166
44.930	-22.919
44.940	-31.906
44.950	-28.079
44.960	-45.666
44.970	5.461
44.980	-42.699
44.990	-25.456
45.000	-18.619
45.010	-11.266
45.020	-18.619
45.030	-12.599
45.040	15.824
45.050	-29.799
45.060	19.221
45.070	-27.176
45.080	0.301
45.090	2.881
45.100	6.794
45.110	31.261
45.120	-13.889
45.130	36.421
45.140	-11.266
45.150	14.921
45.160	22.661
45.170	15.351
45.180	47.644
45.190	30.401
45.200	17.071
45.210	25.671
45.220	25.284
45.230	28.251
45.240	29.541
45.250	29.971
45.260	24.811
45.270	27.864
45.280	26.961
45.290	31.261
45.300	27.821
45.310	20.554
45.320	23.951
45.330	28.681
45.340	21.371
45.350	14.964
45.360	21.801
45.370	11.051
45.380	18.361
45.390	11.524
45.400	2.881
45.410	14.491
45.420	4.171
45.430	2.494
45.440	0.301
45.450	-2.279
45.460	-9.116
45.470	-9.159
45.480	-6.536
45.490	-7.869
45.500	-16.039
45.510	-13.416
45.520	-22.059
45.530	-13.029
45.540	-25.026
45.550	-24.639
45.560	-19.866
45.570	-24.209
45.580	-26.359
45.590	-29.326
45.600	-31.949
45.610	-26.746
45.620	-27.649
45.630	-22.016
45.640	-30.229
45.650	-31.949
45.660	-31.046
45.670	-13.459
45.680	-26.316
45.690	-22.489
45.700	-50.826
45.710	-19.479
45.720	7.611
45.730	-15.996
45.740	-12.169
45.750	-38.399
45.760	-12.986
45.770	17.501
45.780	-32.766
45.790	27.391
45.800	-0.129
45.810	3.311
45.820	5.074
45.830	-1.849
45.840	-15.179
45.850	36.464
45.860	0.301
45.870	3.741
45.880	17.931
45.890	17.114
45.900	46.741
45.910	17.071
45.920	29.971
45.930	25.714
45.940	29.541
45.950	24.811
45.960	25.671
45.970	30.874
45.980	29.111
45.990	24.811
46.000	29.541
46.010	27.391
46.020	23.134
46.030	24.811
46.040	24.811
46.050	26.531
46.060	20.124
46.070	19.651
46.080	20.081
46.090	19.221
46.100	8.084
46.110	17.501
46.120	7.611
46.130	10.621
46.140	6.364
46.150	0.301
46.160	0.731
46.170	-1.806
46.180	-4.429
46.190	-6.149
46.200	-3.956
46.210	-9.159
46.220	-14.319
46.230	-15.566
46.240	-16.039
46.250	-17.286
46.260	-23.779
46.270	-16.039
46.280	-23.306
46.290	-29.799
46.300	-24.596
46.310	-20.339
46.320	-29.326
46.330	-29.799
46.340	-29.799
46.350	-28.896
46.360	-24.639
46.370	-25.886
46.380	-30.229
46.390	-26.789
46.400	-42.226
46.410	-5.719
46.420	-14.276
46.430	-50.009
46.440	-18.576
46.450	-21.199
46.460	-13.459
46.470	-14.706
46.480	-10.449
46.490	14.921
46.500	-30.186
46.510	20.941
46.520	-25.929
46.530	-1.376
46.540	3.311
46.550	31.261
46.560	-16.856
46.570	15.781
46.580	5.031
46.590	40.291
46.600	14.964
46.610	19.651
46.620	15.781
46.630	24.811
46.640	25.714
46.650	-2.709
46.660	46.741
46.670	25.671
46.680	24.424
46.690	28.251
46.700	32.981
46.710	26.101
46.720	29.154
46.730	25.241
46.740	25.241
46.750	24.381
46.760	29.541
46.770	22.704
46.780	22.231
46.790	19.221
46.800	23.091
46.810	12.814
46.820	20.081
46.830	9.331
46.840	14.061
46.850	5.934
46.860	10.621
46.870	4.601
46.880	-1.376
46.890	4.601
46.900	-0.989
46.910	-5.246
46.920	-9.159
46.930	-11.309
46.940	-6.536
46.950	-11.739
46.960	-17.716
46.970	-19.049
46.980	-14.319
46.990	-21.156
47.000	-24.639
47.010	-21.156
47.020	-26.359
47.030	-23.349
47.040	-27.606
47.050	-32.809
47.060	-26.746
47.070	-21.199
47.080	-28.079
47.090	-30.616
47.100	-29.369
47.110	-23.736
47.120	-19.049
47.130	-28.036
47.140	-43.559
47.150	0.301
47.160	-44.376
47.170	-18.619
47.180	-19.436
47.190	-10.449
47.200	-16.039
47.210	18.834
47.220	-31.949
47.230	-6.149
47.240	-4.816
47.250	26.101
47.260	2.881
47.270	1.634
47.280	-20.339
47.290	21.371
47.300	-0.086
47.310	35.991
47.320	-10.449
47.330	19.221
47.340	14.534
47.350	47.171
47.360	-1.419
47.370	45.881
47.380	21.414
47.390	28.681
47.400	25.241
47.410	21.801
47.420	30.401
47.430	26.144
47.440	31.261
47.450	30.401
47.460	21.371
47.470	25.714
47.480	26.961
47.490	27.391
47.500	18.361
47.510	20.554
47.520	24.381
47.530	14.921
47.540	18.361
47.550	13.674
47.560	11.051
47.570	12.771
47.580	8.041
47.590	2.924
47.600	5.031
47.610	4.601
47.620	-1.376
47.630	-5.719
47.640	-4.429
47.650	-5.246
47.660	-10.879
47.670	-13.029
47.680	-12.986
47.690	-15.609
47.700	-21.586
47.710	-17.759
47.720	-26.359
47.730	-15.996
47.740	-29.799
47.750	-25.456
47.760	-19.049
47.770	-25.499
47.780	-31.046
47.790	-25.069
47.800	-27.176
47.810	-28.079
47.820	-28.896
47.830	-24.209
47.840	-28.079
47.850	-25.026
47.860	-18.189
47.870	-46.956
47.880	4.171
47.890	-16.469
47.900	-37.066
47.910	2.451
47.920	-13.416
47.930	-35.819
47.940	-10.879
47.950	19.694
47.960	-31.089
47.970	-3.139
47.980	2.924
47.990	5.031
48.000	2.021
48.010	7.654
48.020	36.421
48.030	-16.469
48.040	13.244
48.050	41.581
48.060	17.501
48.070	19.221
48.080	-9.546
48.090	48.461
48.100	31.261
48.110	-3.569
48.120	48.891
48.130	26.144
48.140	26.961
48.150	31.261
48.160	24.811
48.170	28.294
48.180	24.811
48.190	27.821
48.200	20.941
48.210	29.971
48.220	22.274
48.230	21.801
48.240	16.641
48.250	23.521
48.260	12.814
48.270	20.081
48.280	8.041
48.290	16.684
48.300	10.621
48.310	5.031
48.320	7.611
48.330	3.784
48.340	-0.989
48.350	-4.429
48.360	-3.096
48.370	-4.429
48.380	-8.729
48.390	-10.836
48.400	-12.599
48.410	-18.576
48.420	-13.889
48.430	-21.199
48.440	-16.426
48.450	-28.079
48.460	-17.286
48.470	-23.779
48.480	-29.799
48.490	-27.176
48.500	-22.489
48.510	-28.036
48.520	-30.229
48.530	-24.639
48.540	-28.466
48.550	-19.049
48.560	-28.036
48.570	-26.359
48.580	-37.496
48.590	-11.309
48.600	-13.889
48.610	-51.256
48.620	-15.179
48.630	-18.576
48.640	-13.459
48.650	-12.169
48.660	-4.816
48.670	-10.449
48.680	-3.139
48.690	-8.256
48.700	0.731
48.710	2.881
48.720	0.774
48.730	4.601
48.740	30.831
48.750	10.664
48.760	5.891
48.770	-2.709
48.780	23.951
48.790	11.094
48.800	41.151
48.810	1.161
48.820	46.311
48.830	23.564
48.840	25.671
48.850	24.811
48.860	24.381
48.870	25.284
48.880	25.671
48.890	33.841
48.900	23.951
48.910	23.521
48.920	27.434
48.930	29.541
48.940	23.951
48.950	17.931
48.960	23.564
48.970	22.231
48.980	17.501
48.990	11.911
49.000	20.124
49.010	6.321
49.020	16.211
49.030	8.084
49.040	1.591
49.050	5.461
